pID,techniqueID,datasetID,nbUnion,nbInter,nbMinus,nbConstraint,nbUnconstraint,nbTotalUnion,nbTotalInter,nbTotalMinus,nbTotalConstraint,nbTotalUnconstraint,nbReset,nbCancel,nbDisconnection,tct,mcc,f1
16,1,2,2,0,3,5,0,2,0,3,5,0,0,0,0,221868438,0.9975002107219418,0.9987504061180117
16,2,0,1,0,8,9,0,1,0,9,10,0,0,1,0,322777089,0.9765176224861774,0.9912884706224337
16,2,0,6,0,7,13,0,11,0,9,18,2,0,7,0,651454159,0.9520837099422987,0.9819139194139194
16,2,1,2,1,1,4,0,2,1,1,4,0,0,0,0,163647624,0.8737097145069537,0.9034449629426297
16,2,1,2,1,1,4,0,2,1,1,4,0,0,0,0,171847224,0.8877148114272906,0.9137258890131869
16,2,2,3,0,0,3,0,3,0,0,3,0,0,0,0,159289555,0.9981004269999303,0.999049560421695
16,2,2,2,0,0,2,0,4,0,0,4,0,0,1,0,162444698,0.9972752804837121,0.9986380107459701
2,0,0,3,0,2,0,5,4,0,2,0,6,0,1,0,217093101,0.685433363311565,0.8596370682709086
2,0,0,4,0,0,0,4,4,0,0,0,4,0,0,0,217278874,0.8037424838335968,0.9120733431502528
2,0,1,2,0,2,0,4,2,0,2,0,4,0,0,0,154593030,0.7076734457904358,0.7780650428629745
2,0,1,1,0,1,0,2,1,0,2,0,3,0,1,0,106276191,0.7318766504949386,0.7944275763529202
2,0,2,2,0,0,0,2,3,0,0,0,3,0,1,0,149860464,0.7747774523619954,0.8573162893665645
2,0,2,2,0,0,0,2,2,0,0,0,2,0,0,0,94147214,0.9365742261371941,0.9678560151562994
2,1,0,3,0,0,0,3,3,0,0,0,3,0,0,0,117672994,0.6131515873209363,0.7859112057152452
2,1,0,2,0,0,0,2,3,0,0,0,3,0,1,0,108582683,0.39111979266689473,0.5487206698849445
2,1,1,2,0,2,0,4,2,0,2,0,4,0,0,0,75647394,0.7598951371836041,0.8172702525757211
2,1,1,1,0,1,0,2,1,0,1,0,2,0,0,0,55685183,0.8141149990934384,0.8583169191061604
2,1,2,3,0,2,0,5,4,0,2,0,6,1,1,0,144536085,0.9708408432109294,0.9854638760936099
2,1,2,3,0,0,0,3,3,0,0,0,3,0,0,0,85314664,0.966394750883691,0.9832679479722286
2,2,0,5,4,13,22,0,5,4,13,22,0,0,0,0,1006960909,0.9280682818425904,0.9729989122784567
2,2,0,5,0,0,5,0,6,0,0,6,0,0,1,0,300175843,0.9029896887742029,0.9619093247498687
2,2,1,7,0,2,9,0,7,0,2,9,0,0,0,0,381012742,0.7403521719911844,0.79287838411926
2,2,1,5,2,1,8,0,5,2,1,8,0,0,0,0,331928941,0.7411622669443706,0.8031135531135531
2,2,2,6,0,0,6,0,7,0,0,7,0,0,1,0,268498870,0.9622376847224267,0.9808357530614822
2,2,2,2,4,0,6,0,2,4,0,6,0,0,0,0,249853483,0.9626581901502237,0.9812864032066136
3,0,0,2,0,5,7,0,2,0,5,7,0,0,0,0,445103523,0.9752913957864713,0.9908677450563759
3,0,0,1,0,5,6,0,1,0,5,6,0,0,0,0,205793124,0.9743027619084755,0.9905043410663521
3,0,1,1,0,1,2,0,1,0,1,2,0,0,0,0,134632387,0.7717796866578304,0.819880956894264
3,0,1,1,0,1,2,0,1,0,1,2,0,0,0,0,114727665,0.7766206914271679,0.8213458867109122
3,0,2,1,0,1,2,0,1,0,1,2,0,0,0,0,177915653,0.9821881518943423,0.9911105015771691
3,0,2,1,0,1,2,0,1,0,1,2,0,0,0,0,135459853,0.9965648301737244,0.9982793895899942
3,1,0,1,0,0,0,1,4,1,0,1,4,1,1,0,458641208,0.5425526776788364,0.7204862499571562
3,1,0,2,0,0,0,2,2,0,0,0,2,0,0,0,176930771,0.7132124579404013,0.8599572170724253
3,1,1,3,0,1,4,0,4,0,2,6,0,0,2,0,286381093,0.8859585917910088,0.912740145032134
3,1,1,1,0,1,2,0,1,0,1,2,0,0,0,0,147551564,0.8769084643910267,0.9059551377320015
3,1,2,1,0,1,2,0,1,0,1,2,0,0,0,0,274365182,0.9784644634971789,0.9890002969477562
3,1,2,2,0,0,2,0,2,0,0,2,0,0,0,0,156787754,0.9744603039310695,0.9869001715830595
3,2,1,1,0,1,2,0,1,0,1,2,0,0,0,0,118757469,0.8580945162592956,0.891460523056234
3,2,1,1,0,1,2,0,1,0,1,2,0,0,0,0,110248518,0.8841036355482693,0.911439502966057
3,2,2,1,0,0,1,0,1,0,0,1,0,0,0,0,119796700,0.9974003818174068,0.998699431001063
3,2,2,1,0,0,1,0,1,0,0,1,0,0,0,0,90856949,0.9917083417949362,0.9958203634903103
3,2,0,2,0,2,4,0,2,0,2,4,0,0,0,0,274966305,0.9255085362007466,0.9720905595587094
3,2,0,1,0,2,3,0,2,0,2,4,0,0,1,0,279349206,0.9607122080447875,0.9855164040602814
4,0,0,2,2,2,6,0,2,2,2,6,0,0,0,0,276523996,0.9178120445405042,0.9676942528308202
4,0,0,1,2,2,5,0,1,2,2,5,0,0,0,0,225827750,0.9325046620883364,0.9738261054539736
4,0,1,3,0,3,6,0,3,0,3,6,0,0,0,0,217237371,0.8979503098356358,0.9211607082744226
4,0,1,2,0,1,3,0,2,0,1,3,0,0,0,0,104040150,0.916145530574209,0.9351936721322607
4,0,2,3,0,0,3,0,3,0,0,3,0,0,0,0,115449699,0.9952434659581859,0.9976146203114141
4,0,2,2,0,2,4,0,2,0,2,4,0,0,0,0,114950091,0.9987376068181137,0.9993686039896725
4,1,0,2,0,8,10,0,8,0,10,14,4,1,5,0,802354168,0.7490831269964705,0.892478066882082
4,1,0,2,0,6,8,0,4,0,6,8,2,0,2,0,400367312,0.9613778886135188,0.985715321586542
4,1,1,1,0,1,2,0,1,0,1,2,0,0,0,0,157048752,0.8379979204525685,0.8760009381177337
4,1,1,1,0,1,2,0,1,0,1,2,0,0,0,0,74547383,0.8805359590238975,0.9070533948582729
4,1,2,2,0,0,2,0,3,0,0,2,1,0,1,0,196437319,0.9756243317253083,0.9878330147772891
4,1,2,2,0,0,2,0,4,0,0,4,0,0,2,0,106821097,0.9967632326991175,0.9983802680374977
4,2,0,1,0,4,5,0,3,0,4,7,0,1,1,0,314635924,0.9626959439705074,0.9861068118501793
4,2,0,1,2,4,7,0,1,2,4,7,0,0,0,0,373966342,0.9745883057830189,0.9905821801231806
